source_method_name,source_method_type,meas_num_id,meas_id,n_blocks
derived from speed of sound,custom,GLOBmeas_94,derived_from_speed_of_sound,4
derived from tranpriration measurements,custom,GLOBmeas_1505,derived_from_tranpriration_measurements,2
derived from transpiration measurements,custom,GLOBmeas_1506,derived_from_transpiration_measurements,2
derived from transpriration measurements,custom,GLOBmeas_1253,derived_from_transpriration_measurements,3
derived from vp osmometry,custom,GLOBmeas_1508,derived_from_vp_osmometry,1
derived with scaling equation,custom,GLOBmeas_719,derived_with_scaling_equation,7
determined by means of oxidation with potassium,custom,GLOBmeas_1871,determined_by_means_of_oxidation_with_potassium,1
determined from pressure vs temperature measurement to find liquid-full point for a closed cell,custom,GLOBmeas_1872,determined_from_pressure_vs_temperature_measurement_to_find_liquid_full_point_for_a_closed_cell,1
determined from the liquid sample's weight and the volume of sample.,custom,GLOBmeas_1254,determined_from_the_liquid_sample_s_weight_and_the_volume_of_sample,3
determined gravemetrically,custom,GLOBmeas_449,determined_gravemetrically,15
determining using the ratio of the masses to the volume of the sample.,custom,GLOBmeas_1510,determining_using_the_ratio_of_the_masses_to_the_volume_of_the_sample,2
dew point method,custom,GLOBmeas_1063,dew_point_method,4
dielectric,custom,GLOBmeas_1255,dielectric,3
dielectric analyzer,custom,GLOBmeas_536,dielectric_analyzer,11
dielectric constant meter,custom,GLOBmeas_567,dielectric_constant_meter,6
dielectric measurements,custom,GLOBmeas_1511,dielectric_measurements,2
dielectrometer,custom,GLOBmeas_399,dielectrometer,8
difference in pressure of the gas before/after feeding N2O,custom,GLOBmeas_1873,difference_in_pressure_of_the_gas_before_after_feeding_n2o,1
difference in the pressure of the gas before/after feeding N2O,custom,GLOBmeas_1874,difference_in_the_pressure_of_the_gas_before_after_feeding_n2o,1
differential distillation,custom,GLOBmeas_1875,differential_distillation,1
"differential distillation, circulation still",custom,GLOBmeas_1876,differential_distillation_circulation_still,1
differential scanning calorimeter,custom,GLOBmeas_272,differential_scanning_calorimeter,1
digigauge,custom,GLOBmeas_1880,digigauge,1
digital bridge-type conductivity meter,custom,GLOBmeas_1514,digital_bridge_type_conductivity_meter,2
digital conductivity meter,custom,GLOBmeas_568,digital_conductivity_meter,2
"digital conductivity meter (CM-180, Elico India)",custom,GLOBmeas_1258,digital_conductivity_meter_cm_180_elico_india,3
digital densimeter,custom,GLOBmeas_1259,digital_densimeter,3
digital holographic interferometry,custom,GLOBmeas_606,digital_holographic_interferometry,9
digital refractometer,custom,GLOBmeas_720,digital_refractometer,7
digital tensiometer,custom,GLOBmeas_1065,digital_tensiometer,4
digitial conductivity meter S230-B Mettle-toledo,custom,GLOBmeas_1882,digitial_conductivity_meter_s230_b_mettle_toledo,1
dilutor,custom,GLOBmeas_275,dilutor,40
dilutor technique,custom,GLOBmeas_213,dilutor_technique,62
dinitrosalicyclic acid colorimetric method,custom,GLOBmeas_721,dinitrosalicyclic_acid_colorimetric_method,7
dip type immersion conductance cell,custom,GLOBmeas_1884,dip_type_immersion_conductance_cell,1
dip-type cell,custom,GLOBmeas_794,dip_type_cell,6
dip-type immersion cell,custom,GLOBmeas_1261,dip_type_immersion_cell,3
dip-type immersion conductivity cell,custom,GLOBmeas_483,dip_type_immersion_conductivity_cell,13
dipping-type conductivity cell,custom,GLOBmeas_450,dipping_type_conductivity_cell,15
direct capacitance:P = ,custom,GLOBmeas_1886,direct_capacitance_p,1
discharge crucible,custom,GLOBmeas_1894,discharge_crucible,1
discharge crucible method,custom,GLOBmeas_669,discharge_crucible_method,5
discontinuity in P-V curve on crystallization,custom,GLOBmeas_1068,discontinuity_in_p_v_curve_on_crystallization,4
discontinuity of the pressure as a function of cell volume,custom,GLOBmeas_1519,discontinuity_of_the_pressure_as_a_function_of_cell_volume,2
dissipative quartz crystal microbalance from KSV (QCMZ500),custom,GLOBmeas_1520,dissipative_quartz_crystal_microbalance_from_ksv_qcmz500,2
distillation unit - dew point temperature,custom,GLOBmeas_1521,distillation_unit_dew_point_temperature,2
dividing mass by volume,custom,GLOBmeas_1522,dividing_mass_by_volume,2
double Helmholtz acoustic resonator,custom,GLOBmeas_515,double_helmholtz_acoustic_resonator,12
draining crucible method,custom,GLOBmeas_1069,draining_crucible_method,4
drop (calvet) calorimetry,custom,GLOBmeas_1265,drop_calvet_calorimetry,3
drop calorimetry,custom,GLOBmeas_28,drop_calorimetry,24
drop microcalorimetry,custom,GLOBmeas_366,drop_microcalorimetry,13
drying in vacuum,custom,GLOBmeas_798,drying_in_vacuum,6
du Nouy Ring Method,custom,GLOBmeas_917,du_nouy_ring_method,2
du Nouy method,custom,GLOBmeas_1529,du_nouy_method,2
du Nouy ring method,custom,GLOBmeas_917,du_nouy_ring_method,3
"dual vibrating plate viscometer, AandD Co. Ltd Model SV-10",custom,GLOBmeas_607,dual_vibrating_plate_viscometer_aandd_co_ltd_model_sv_10,9
dynamic,custom,GLOBmeas_670,dynamic,2
dynamic flow,custom,GLOBmeas_1072,dynamic_flow,4
dynamic ligfht scattering,custom,GLOBmeas_1907,dynamic_ligfht_scattering,1
dynamic light scattering,custom,GLOBmeas_299,dynamic_light_scattering,17
dynamic method,custom,GLOBmeas_349,dynamic_method,13
dynamic saturation method,custom,GLOBmeas_1531,dynamic_saturation_method,2
e,custom,GLOBmeas_1532,e,2
e.m.f. measurement,custom,GLOBmeas_1908,e_m_f_measurement,1
e.m.f. measurements,custom,GLOBmeas_1909,e_m_f_measurements,1
ebulliometer,custom,GLOBmeas_804,ebulliometer,5
electrical conductivity,custom,GLOBmeas_805,electrical_conductivity,6
electrical conductivity meter DDS-307 (DJS-1C platinum black elctrode),custom,GLOBmeas_351,electrical_conductivity_meter_dds_307_djs_1c_platinum_black_elctrode,24
electrical conductivity meter DDS-307 (DJS-1C platinum black electrode),custom,GLOBmeas_266,electrical_conductivity_meter_dds_307_djs_1c_platinum_black_electrode,43
electrochemical impedance spectroscopy,custom,GLOBmeas_1537,electrochemical_impedance_spectroscopy,2
electronic hygrometer,custom,GLOBmeas_1916,electronic_hygrometer,1
electrospray ionization mass spectrometry,custom,GLOBmeas_1075,electrospray_ionization_mass_spectrometry,4
ellipsometry,custom,GLOBmeas_385,ellipsometry,19
emission spectroscopy and gravimetry,custom,GLOBmeas_1276,emission_spectroscopy_and_gravimetry,3
enthalpy increment functions,custom,GLOBmeas_1918,enthalpy_increment_functions,1
enthalpy/time analysis,custom,GLOBmeas_1076,enthalpy_time_analysis,4
equal volume method,custom,GLOBmeas_367,equal_volume_method,12
equal volume visual observation,custom,GLOBmeas_1919,equal_volume_visual_observation,1
equal voume method,custom,GLOBmeas_1920,equal_voume_method,1
equation,custom,GLOBmeas_922,equation,5
equilibrium cell,custom,GLOBmeas_1277,equilibrium_cell,3
estimated by mass and dimensions of pellet of crystal,custom,GLOBmeas_1541,estimated_by_mass_and_dimensions_of_pellet_of_crystal,2
estimated from mass and dimension of pellet of crystal,custom,GLOBmeas_1542,estimated_from_mass_and_dimension_of_pellet_of_crystal,2
estimated from slope of isotherm linear fit of fugacity vs mole fraction,custom,GLOBmeas_1278,estimated_from_slope_of_isotherm_linear_fit_of_fugacity_vs_mole_fraction,3
estimation from surface tension,custom,GLOBmeas_1926,estimation_from_surface_tension,1
evaporation followed by mass calculation,custom,GLOBmeas_726,evaporation_followed_by_mass_calculation,7
"evaporation method, based on vapor pressure",custom,GLOBmeas_1077,evaporation_method_based_on_vapor_pressure,4
expandable cell with movable piston,custom,GLOBmeas_672,expandable_cell_with_movable_piston,8
expansion into traps,custom,GLOBmeas_1927,expansion_into_traps,1
expansion method,custom,GLOBmeas_1544,expansion_method,2
extrapolation,custom,GLOBmeas_1078,extrapolation,4
extrapolation of results to 0 concentration,custom,GLOBmeas_807,extrapolation_of_results_to_0_concentration,6
f,custom,GLOBmeas_1929,f,1
fiber optic reflectometer,custom,GLOBmeas_1931,fiber_optic_reflectometer,1
fit of experimental data,custom,GLOBmeas_412,fit_of_experimental_data,17
fitting scaling equation to heat capacity,custom,GLOBmeas_1283,fitting_scaling_equation_to_heat_capacity,3
fitting scaling equation to isobaric heat capacity per unit volume,custom,GLOBmeas_1933,fitting_scaling_equation_to_isobaric_heat_capacity_per_unit_volume,1
fitting scalng equation to heat capacity,custom,GLOBmeas_1284,fitting_scalng_equation_to_heat_capacity,3
flame photometer,custom,GLOBmeas_572,flame_photometer,10
flame photometry,custom,GLOBmeas_332,flame_photometry,21
flotation method,custom,GLOBmeas_810,flotation_method,5
flow apparatus,custom,GLOBmeas_1081,flow_apparatus,4
flow method with low res time,custom,GLOBmeas_386,flow_method_with_low_res_time,19
flow method with low residence time,custom,GLOBmeas_352,flow_method_with_low_residence_time,24
flow mixing microcalorimeter,custom,GLOBmeas_1936,flow_mixing_microcalorimeter,1
flow-cloud-point method,custom,GLOBmeas_1546,flow_cloud_point_method,2
flow-type phase equilibrium apparatus,custom,GLOBmeas_1548,flow_type_phase_equilibrium_apparatus,2
fractional melting,custom,GLOBmeas_1939,fractional_melting,1
freezing point depression,custom,GLOBmeas_1940,freezing_point_depression,1
from PVT data,custom,GLOBmeas_812,from_pvt_data,6
from fitting of the LL coexistance curve,custom,GLOBmeas_1084,from_fitting_of_the_ll_coexistance_curve,4
from refractive indices,custom,GLOBmeas_1553,from_refractive_indices,2
from temp. dependence of electrical conductivity,custom,GLOBmeas_728,from_temp_dependence_of_electrical_conductivity,7
from the extended scaling equation,custom,GLOBmeas_469,from_the_extended_scaling_equation,14
from the mass and dimensions of a pellet of the compound made in vacuum,custom,GLOBmeas_1290,from_the_mass_and_dimensions_of_a_pellet_of_the_compound_made_in_vacuum,3
from the plateau on the density curve,custom,GLOBmeas_1291,from_the_plateau_on_the_density_curve,3
from the slope of electrochemical cell potential,custom,GLOBmeas_1946,from_the_slope_of_electrochemical_cell_potential,1
from the slopes of electrochemical cell potential,custom,GLOBmeas_1947,from_the_slopes_of_electrochemical_cell_potential,1
galvanic cell,custom,GLOBmeas_1292,galvanic_cell,3
gamma densitometer,custom,GLOBmeas_1085,gamma_densitometer,4
gamma-densimeter,custom,GLOBmeas_1293,gamma_densimeter,3
gamma-ray attenuation technique,custom,GLOBmeas_675,gamma_ray_attenuation_technique,8
gamma-ray densimeter,custom,GLOBmeas_1558,gamma_ray_densimeter,2
gas burette,custom,GLOBmeas_413,gas_burette,1
gas chromatograph,custom,GLOBmeas_813,gas_chromatograph,6
gas chromatography,custom,GLOBmeas_35,gas_chromatography,72
gas displacement,custom,GLOBmeas_518,gas_displacement,12
gas purge method,custom,GLOBmeas_540,gas_purge_method,11
gas saturation method,custom,GLOBmeas_414,gas_saturation_method,2
gas stripping method,custom,GLOBmeas_173,gas_stripping_method,96
gas volume,custom,GLOBmeas_1086,gas_volume,4
gas volume after depressurization,custom,GLOBmeas_729,gas_volume_after_depressurization,4
gas volume and GC measurements,custom,GLOBmeas_1559,gas_volume_and_gc_measurements,2
gas volume and solvent mass after depressurization,custom,GLOBmeas_1955,gas_volume_and_solvent_mass_after_depressurization,1
gas volume change,custom,GLOBmeas_730,gas_volume_change,6
gas volume change or dissolution,custom,GLOBmeas_676,gas_volume_change_or_dissolution,8
gas volumes,custom,GLOBmeas_1562,gas_volumes,2
gas-purging bubble column system,custom,GLOBmeas_1953,gas_purging_bubble_column_system,1
gasometer (volumetric analysis),custom,GLOBmeas_1295,gasometer_volumetric_analysis,3
given elsewhere,custom,GLOBmeas_816,given_elsewhere,6
glass cell apparatus,custom,GLOBmeas_929,glass_cell_apparatus,5
glass piezometer,custom,GLOBmeas_1957,glass_piezometer,1
graduated glass cylinder,custom,GLOBmeas_1564,graduated_glass_cylinder,2
gravemetric,custom,GLOBmeas_415,gravemetric,17
gravemetric method,custom,GLOBmeas_1296,gravemetric_method,3
gravimetric,custom,GLOBmeas_136,gravimetric,1353
gravimetric + titration,custom,GLOBmeas_818,gravimetric_titration,6
gravimetric after drying solvent,custom,GLOBmeas_1959,gravimetric_after_drying_solvent,1
gravimetric analysis,custom,GLOBmeas_211,gravimetric_analysis,48
gravimetric and titration,custom,GLOBmeas_387,gravimetric_and_titration,19
gravimetric balance,custom,GLOBmeas_1960,gravimetric_balance,1
gravimetric high pressure analysis,custom,GLOBmeas_541,gravimetric_high_pressure_analysis,11
gravimetric high pressure analyzer,custom,GLOBmeas_320,gravimetric_high_pressure_analyzer,29
gravimetric method,custom,GLOBmeas_139,gravimetric_method,530
gravimetric method + binodal data,custom,GLOBmeas_1298,gravimetric_method_binodal_data,3
gravimetric method and alkali titration method,custom,GLOBmeas_1565,gravimetric_method_and_alkali_titration_method,2
gravimetric method with solvent drying,custom,GLOBmeas_1961,gravimetric_method_with_solvent_drying,1
gravimetric methods using sodium tetraphenyl borate and barium chloride as the precipitators,custom,GLOBmeas_817,gravimetric_methods_using_sodium_tetraphenyl_borate_and_barium_chloride_as_the_precipitators,6
gravimetric microbalance,custom,GLOBmeas_249,gravimetric_microbalance,40
gravimetric titration and  spectroscopy,custom,GLOBmeas_731,gravimetric_titration_and_spectroscopy,7
gravimetric with drying of solvent,custom,GLOBmeas_678,gravimetric_with_drying_of_solvent,1
gravimetric with evaporation of solvent,custom,GLOBmeas_732,gravimetric_with_evaporation_of_solvent,7
"gravimetric, from binodal data",custom,GLOBmeas_302,gravimetric_from_binodal_data,33
gravimetrical method,custom,GLOBmeas_733,gravimetrical_method,6
gravimetrically,custom,GLOBmeas_388,gravimetrically,10
gravimetry,custom,GLOBmeas_288,gravimetry,14
gravimetry and titration,custom,GLOBmeas_819,gravimetry_and_titration,6
"gravimetry, HPLC, and titration",custom,GLOBmeas_542,gravimetry_hplc_and_titration,11
gravitmetric method,custom,GLOBmeas_1967,gravitmetric_method,1
head space solid phase microextraction,custom,GLOBmeas_1300,head_space_solid_phase_microextraction,3
headspace GC,custom,GLOBmeas_1971,headspace_gc,1
headspace analysis,custom,GLOBmeas_543,headspace_analysis,11
headspace chromatography,custom,GLOBmeas_470,headspace_chromatography,6
headspace gas chromatograph,custom,GLOBmeas_1969,headspace_gas_chromatograph,1
headspace gas chromatographic technique,custom,GLOBmeas_1970,headspace_gas_chromatographic_technique,1
headspace gas chromatography,custom,GLOBmeas_471,headspace_gas_chromatography,10
heat bridge-scanning calorimeter,custom,GLOBmeas_1973,heat_bridge_scanning_calorimeter,1
heat flow calorimeter,custom,GLOBmeas_519,heat_flow_calorimeter,12
heat flux calorimetry,custom,GLOBmeas_520,heat_flux_calorimetry,4
heat flux microcalorimetry,custom,GLOBmeas_1088,heat_flux_microcalorimetry,4
heating/cooling curve,custom,GLOBmeas_1301,heating_cooling_curve,3
heating/cooling curves,custom,GLOBmeas_63,heating_cooling_curves,14
high performance liquid chromatography,custom,GLOBmeas_333,high_performance_liquid_chromatography,4
high precision DSC,custom,GLOBmeas_614,high_precision_dsc,2
high pressure falling cylinger viscometer,custom,GLOBmeas_1980,high_pressure_falling_cylinger_viscometer,1
high pressure variable cell,custom,GLOBmeas_1302,high_pressure_variable_cell,3
high pressure variable volume view cell,custom,GLOBmeas_1567,high_pressure_variable_volume_view_cell,2
high-performace liquid chromatography,custom,GLOBmeas_1977,high_performace_liquid_chromatography,1
high-performance liquid chromatography,custom,GLOBmeas_333,high_performance_liquid_chromatography,23
high-precision DSC,custom,GLOBmeas_614,high_precision_dsc,1
high-temperature isoperibolic calorimeter,custom,GLOBmeas_1982,high_temperature_isoperibolic_calorimeter,1
holographic inferometry,custom,GLOBmeas_1303,holographic_inferometry,3
holographic interferometric technique,custom,GLOBmeas_487,holographic_interferometric_technique,13
holographic laser-interferometry using flow junction cell,custom,GLOBmeas_933,holographic_laser_interferometry_using_flow_junction_cell,5
horizontal capillary tube,custom,GLOBmeas_1984,horizontal_capillary_tube,1
hot wire method,custom,GLOBmeas_41,hot_wire_method,1
humidity indicator HygroLab 3 - change in electrostatic capacity,custom,GLOBmeas_1988,humidity_indicator_hygrolab_3_change_in_electrostatic_capacity,1
hybrid adiabatic relaxation method,custom,GLOBmeas_1305,hybrid_adiabatic_relaxation_method,3
hygrometer,custom,GLOBmeas_451,hygrometer,11
hygrometer and osmometer,custom,GLOBmeas_473,hygrometer_and_osmometer,14
hygrometric,custom,GLOBmeas_821,hygrometric,6
hygrometric method,custom,GLOBmeas_488,hygrometric_method,10
image analysis,custom,GLOBmeas_1992,image_analysis,1
imiage processing methods,custom,GLOBmeas_1573,imiage_processing_methods,2
impectance analysis,custom,GLOBmeas_1993,impectance_analysis,1
impedance analyzer,custom,GLOBmeas_1092,impedance_analyzer,4
"impedance analyzer Solartron, SI1260",custom,GLOBmeas_1306,impedance_analyzer_solartron_si1260,3
impedance/gain phase analyzer,custom,GLOBmeas_823,impedance_gain_phase_analyzer,6
impedancemetry (AC impedance bridge),custom,GLOBmeas_1093,impedancemetry_ac_impedance_bridge,4
inclined tube viscometer,custom,GLOBmeas_1574,inclined_tube_viscometer,2
inductively coupled plasma optical emission spectrometry,custom,GLOBmeas_1094,inductively_coupled_plasma_optical_emission_spectrometry,4
inductively coupled plasma optical emission spectroscopy,custom,GLOBmeas_824,inductively_coupled_plasma_optical_emission_spectroscopy,6
inert gas stripping,custom,GLOBmeas_289,inert_gas_stripping,24
inert gas stripping method,custom,GLOBmeas_826,inert_gas_stripping_method,6
"inert gas stripping, headspace analysis in two variants - the classical and the relative, Rayleigh distillation, and circulation still",custom,GLOBmeas_825,inert_gas_stripping_headspace_analysis_in_two_variants_the_classical_and_the_relative_rayleigh_distillation_and_circulation_still,6
infrared spectroscopy of acid wash,custom,GLOBmeas_1997,infrared_spectroscopy_of_acid_wash,1
interpolation,custom,GLOBmeas_828,interpolation,6
interpolation on a calibration surface - density versus molality of NaCl and molality of Proline-Leucine,custom,GLOBmeas_1998,interpolation_on_a_calibration_surface_density_versus_molality_of_nacl_and_molality_of_proline_leucine,1
inverse gas chromatography,custom,GLOBmeas_267,inverse_gas_chromatography,43
iodometric titration,custom,GLOBmeas_1999,iodometric_titration,1
ion selective electrode,custom,GLOBmeas_474,ion_selective_electrode,8
ion-selective electrode,custom,GLOBmeas_474,ion_selective_electrode,6
ion-selective electrode and tiitration with EDTA,custom,GLOBmeas_934,ion_selective_electrode_and_tiitration_with_edta,5
iso,custom,GLOBmeas_2001,iso,1
isobaric method,custom,GLOBmeas_1308,isobaric_method,3
isobaric mixing calorimetry,custom,GLOBmeas_1309,isobaric_mixing_calorimetry,3
isobaric saturation technique,custom,GLOBmeas_1096,isobaric_saturation_technique,4
isochoric,custom,GLOBmeas_2002,isochoric,1
isochoric adiabatic calorimeter,custom,GLOBmeas_2003,isochoric_adiabatic_calorimeter,1
isochoric heat capacity,custom,GLOBmeas_1579,isochoric_heat_capacity,1
isochoric saturation,custom,GLOBmeas_679,isochoric_saturation,8
isochoric saturation method,custom,GLOBmeas_522,isochoric_saturation_method,8
isochoric saturation technique,custom,GLOBmeas_523,isochoric_saturation_technique,12
isoperibol,custom,GLOBmeas_144,isoperibol,9
isoperibol calorimeter,custom,GLOBmeas_616,isoperibol_calorimeter,4
isoperibol calorimetry,custom,GLOBmeas_78,isoperibol_calorimetry,7
isopiestic,custom,GLOBmeas_337,isopiestic,20
isopiestic measurments,custom,GLOBmeas_1581,isopiestic_measurments,2
isopiestic method,custom,GLOBmeas_220,isopiestic_method,41
isotachophoresis,custom,GLOBmeas_2010,isotachophoresis,1
isothermal bubble-point pressure,custom,GLOBmeas_737,isothermal_bubble_point_pressure,7
isothermal calorimetry,custom,GLOBmeas_1312,isothermal_calorimetry,3
isothermal compressibility,custom,GLOBmeas_2011,isothermal_compressibility,1
isothermal dissolution,custom,GLOBmeas_576,isothermal_dissolution,10
isothermal method,custom,GLOBmeas_1098,isothermal_method,4
isothermal solution method,custom,GLOBmeas_577,isothermal_solution_method,10
isothermal solution saturation method,custom,GLOBmeas_544,isothermal_solution_saturation_method,5
isothermal thermogravimetric,custom,GLOBmeas_1582,isothermal_thermogravimetric,2
isothermal thermogravimetry,custom,GLOBmeas_830,isothermal_thermogravimetry,3
isothermal titration calorimeter,custom,GLOBmeas_262,isothermal_titration_calorimeter,18
isothermal titration calorimetry,custom,GLOBmeas_279,isothermal_titration_calorimetry,29
isothermal/laser method,custom,GLOBmeas_937,isothermal_laser_method,5
jacketed glass cell,custom,GLOBmeas_1583,jacketed_glass_cell,2
karl-Fischer titration,custom,GLOBmeas_400,karl_fischer_titration,3
laser assisted observation,custom,GLOBmeas_1588,laser_assisted_observation,2
laser beam,custom,GLOBmeas_233,laser_beam,26
laser beam intensity method,custom,GLOBmeas_579,laser_beam_intensity_method,10
laser beam penetrating,custom,GLOBmeas_680,laser_beam_penetrating,8
laser beam used to measure dissolution process,custom,GLOBmeas_1317,laser_beam_used_to_measure_dissolution_process,3
laser detecting system,custom,GLOBmeas_389,laser_detecting_system,9
laser detection,custom,GLOBmeas_334,laser_detection,12
laser flash method,custom,GLOBmeas_1590,laser_flash_method,2
laser heating and fast multi-channel pyrometry,custom,GLOBmeas_1591,laser_heating_and_fast_multi_channel_pyrometry,2
laser heating method,custom,GLOBmeas_1103,laser_heating_method,4
laser intensity,custom,GLOBmeas_310,laser_intensity,26
laser intensity variation,custom,GLOBmeas_681,laser_intensity_variation,3
laser light,custom,GLOBmeas_619,laser_light,3
laser light scattering,custom,GLOBmeas_620,laser_light_scattering,9
laser method,custom,GLOBmeas_417,laser_method,16
laser monitering observation technique,custom,GLOBmeas_943,laser_monitering_observation_technique,5
laser monitering system,custom,GLOBmeas_944,laser_monitering_system,5
laser monitering technique,custom,GLOBmeas_682,laser_monitering_technique,8
laser monitoring,custom,GLOBmeas_182,laser_monitoring,102
laser monitoring dynamic method,custom,GLOBmeas_740,laser_monitoring_dynamic_method,7
laser monitoring dynamic technique,custom,GLOBmeas_833,laser_monitoring_dynamic_technique,6
laser monitoring observation,custom,GLOBmeas_244,laser_monitoring_observation,29
laser monitoring observation technique,custom,GLOBmeas_174,laser_monitoring_observation_technique,121
laser monitoring system,custom,GLOBmeas_245,laser_monitoring_system,25
laser monitoring technique,custom,GLOBmeas_257,laser_monitoring_technique,23
laser observation technique,custom,GLOBmeas_945,laser_observation_technique,5
laser technique,custom,GLOBmeas_344,laser_technique,17
laser-detecting system,custom,GLOBmeas_389,laser_detecting_system,5
laser-pulse method,custom,GLOBmeas_2024,laser_pulse_method,1
lasers,custom,GLOBmeas_741,lasers,7
light scattering,custom,GLOBmeas_622,light_scattering,6
linear displacement,custom,GLOBmeas_580,linear_displacement,10
liquid samples of both phases were weighed with a precision balance,custom,GLOBmeas_743,liquid_samples_of_both_phases_were_weighed_with_a_precision_balance,7
low residence time flow method,custom,GLOBmeas_838,low_residence_time_flow_method,4
magnetic suspension balance,custom,GLOBmeas_490,magnetic_suspension_balance,8
mass after drying,custom,GLOBmeas_550,mass_after_drying,8
mass and size of pellet,custom,GLOBmeas_2032,mass_and_size_of_pellet,1
mass and volume balance equations,custom,GLOBmeas_491,mass_and_volume_balance_equations,13
mass and volume measurement,custom,GLOBmeas_1327,mass_and_volume_measurement,1
mass and volume measurments,custom,GLOBmeas_2033,mass_and_volume_measurments,1
mass and volume of pellet,custom,GLOBmeas_1597,mass_and_volume_of_pellet,2
mass balance,custom,GLOBmeas_418,mass_balance,8
mass balance/known volume,custom,GLOBmeas_1329,mass_balance_known_volume,3
mass divided by volume,custom,GLOBmeas_1110,mass_divided_by_volume,4
mass loss of water from packed bed,custom,GLOBmeas_1598,mass_loss_of_water_from_packed_bed,2
mass measurements in a pressurized view cell,custom,GLOBmeas_1111,mass_measurements_in_a_pressurized_view_cell,4
mass of pellet and dimensions,custom,GLOBmeas_2034,mass_of_pellet_and_dimensions,1
mass of residual crystal after oven drying,custom,GLOBmeas_1330,mass_of_residual_crystal_after_oven_drying,3
mass of residual solid after drying,custom,GLOBmeas_744,mass_of_residual_solid_after_drying,7
mass over volume,custom,GLOBmeas_951,mass_over_volume,5
mass/volume ratio of a pellet,custom,GLOBmeas_1600,mass_volume_ratio_of_a_pellet,2
masses and of the volumes of pellets.,custom,GLOBmeas_1112,masses_and_of_the_volumes_of_pellets,4
maximum differential bubble pressure,custom,GLOBmeas_2036,maximum_differential_bubble_pressure,1
measurement of pressure,custom,GLOBmeas_1602,measurement_of_pressure,2
measurement of volume and mass of pellet,custom,GLOBmeas_1331,measurement_of_volume_and_mass_of_pellet,3
measuring the mass and volume of a pellet,custom,GLOBmeas_1603,measuring_the_mass_and_volume_of_a_pellet,2
measuring the mass and volume of a pellet of the compound,custom,GLOBmeas_2038,measuring_the_mass_and_volume_of_a_pellet_of_the_compound,1
measuring volume with cathetometer,custom,GLOBmeas_2039,measuring_volume_with_cathetometer,1
mechanical oscillator,custom,GLOBmeas_391,mechanical_oscillator,19
melting point device,custom,GLOBmeas_270,melting_point_device,42
meniscus disappearance in a closed cell,custom,GLOBmeas_1605,meniscus_disappearance_in_a_closed_cell,2
meniscus height method,custom,GLOBmeas_2041,meniscus_height_method,1
mercury-in-glass thermometers,custom,GLOBmeas_1332,mercury_in_glass_thermometers,3
metal-bellows calorimeter,custom,GLOBmeas_1606,metal_bellows_calorimeter,2
metal-bellows variable volumeter,custom,GLOBmeas_1607,metal_bellows_variable_volumeter,2
metal-bellows volumometer,custom,GLOBmeas_2042,metal_bellows_volumometer,1
"method of ""equal volume""",custom,GLOBmeas_953,method_of_equal_volume,5
method of minimum deviation,custom,GLOBmeas_2043,method_of_minimum_deviation,1
micro spinning band column,custom,GLOBmeas_1334,micro_spinning_band_column,3
microDSC,custom,GLOBmeas_1610,microdsc,2
microcalirimotry,custom,GLOBmeas_402,microcalirimotry,18
microcalorimeter,custom,GLOBmeas_525,microcalorimeter,6
microcalorimetry,custom,GLOBmeas_492,microcalorimetry,9
minimum deviation angle,custom,GLOBmeas_582,minimum_deviation_angle,10
minimum deviation angle method,custom,GLOBmeas_453,minimum_deviation_angle_method,10
minimum deviation angle technique,custom,GLOBmeas_626,minimum_deviation_angle_technique,7
minimum deviation method,custom,GLOBmeas_583,minimum_deviation_method,10
minimum deviations angle,custom,GLOBmeas_552,minimum_deviations_angle,4
miniscus level in closed cell,custom,GLOBmeas_1611,miniscus_level_in_closed_cell,2
mixing flow unit adapted to a Setaram BT 2.15D heat conduction differential calorimeter,custom,GLOBmeas_2046,mixing_flow_unit_adapted_to_a_setaram_bt_2_15d_heat_conduction_differential_calorimeter,1
modified capillary method,custom,GLOBmeas_1114,modified_capillary_method,4
modulated-temperature differential scanning calorimetry MDSC,custom,GLOBmeas_627,modulated_temperature_differential_scanning_calorimetry_mdsc,9
molar balance,custom,GLOBmeas_2048,molar_balance,1
molecular beam mass spectrometer,custom,GLOBmeas_1115,molecular_beam_mass_spectrometer,4
monitored by a laser beam,custom,GLOBmeas_841,monitored_by_a_laser_beam,6
moving piston,custom,GLOBmeas_1335,moving_piston,3
multifrequency ultra sonic interferometer,custom,GLOBmeas_1117,multifrequency_ultra_sonic_interferometer,4
multifrequency ultrasonic interferometer,custom,GLOBmeas_958,multifrequency_ultrasonic_interferometer,5
multiple techniques,custom,GLOBmeas_375,multiple_techniques,20
n,custom,GLOBmeas_2055,n,1
non intrusive technique with two piezoelectric transducers based on the time of flight,custom,GLOBmeas_1615,non_intrusive_technique_with_two_piezoelectric_transducers_based_on_the_time_of_flight,2
non steady state GLC,custom,GLOBmeas_1118,non_steady_state_glc,4
non-isothermal thermogravimetric,custom,GLOBmeas_1616,non_isothermal_thermogravimetric,2
non-isothermal thermogravimetry,custom,GLOBmeas_1340,non_isothermal_thermogravimetry,3
none given,custom,GLOBmeas_686,none_given,1
not specified,custom,GLOBmeas_961,not_specified,5
"not specified, probably DSC",custom,GLOBmeas_1119,not_specified_probably_dsc,4
off-line GC-MS analysis,custom,GLOBmeas_2063,off_line_gc_ms_analysis,1
